index,mean,std
1,637.2202854,16.471112632387577
2,692.016605,55.790540957091814
3,643.7404468000001,82.17794567728592
4,573.4820228000001,14.570046754583583
5,557.9389374,62.910505964742825
6,513.2068038,87.76406819001048
7,650.8912432,210.62434652797887
8,655.277811,119.29677475926079
9,671.5029778,23.64618790782883
10,671.2753319999999,52.894105381216455
11,704.759096,42.22137271172339
12,641.3770778,70.42437782077062
13,807.3360748,169.53147407691839
14,587.5841766,57.42346635549736
15,686.0305332,3.5329931189587005
16,797.104094,0.9272830238832142
17,764.5404366,37.25619494801064
18,782.6473326,59.67415324952128
19,803.7354276,67.17939104583078
20,816.4493622000001,75.28205586692958
21,798.9372268,129.1254621470758
22,749.3056282,112.65257324440641
23,887.4607444000001,34.08331504349683
24,906.843852,65.4594832799671
25,837.1946418000001,104.41961924844487
26,678.243436,281.5919490938105
27,796.3437616,18.213822013686805
28,825.4900180000001,37.14280204900603
29,922.6755982000001,24.922664714052715
30,972.5299686000001,42.452868376093804
31,850.6408180000001,62.74740679476164
32,823.6316004,93.32635374379406
33,891.4123376,80.1591541828329
34,973.9902867999999,99.71171868835503
35,931.7200313999999,164.90348241338498
36,924.6472854,97.46764822015099
37,994.0991412,41.32251728142327
38,910.6447807999999,55.3923766884506
39,1038.7240651999998,43.25135356841437
40,1000.0939109999999,68.42817964488289
41,988.6041928000001,168.1154513422368
42,911.3936127999999,186.2982687373778
43,946.1555758000001,43.16546726415495
44,916.9687011999998,9.226338903365667
45,916.9033906000001,61.77902108702622
46,1046.119385,40.906718235629896
47,1051.7572043999999,53.53952561715275
48,1000.8401008000001,158.8962425632517
49,1072.1230845999999,78.15353468565559
50,1115.0092264,66.28222504377152
51,1064.9559136,163.5028740709244
52,1194.8989022,140.35121498444906
53,1130.6429910000002,142.55002676980106
54,1188.2557902,79.10648275464821
55,1309.9280306,150.10538183004837
56,1146.2013049999998,183.69946343777133
57,1233.6497876,99.12225131131794
58,1185.4148948,174.00806482490185
59,1220.0545932,183.34940001853178
60,1171.2478162,190.8377625934362
61,1424.6147792,209.2217147197604
62,1311.6965332,227.26259332747156
63,1492.3047106000001,88.7884831173641
64,1238.9788082,187.90461249430243
65,1148.1258484,156.4596674481922
66,944.8634386,269.56162646302926
67,1082.3154648,242.0330243504828
68,1086.1183222,248.28367997630545
69,1048.7058932,147.2605785777761
70,1302.6769474,209.09931611205084
71,1266.7033468000002,182.15466260807926
72,1251.8686884,206.67405989367077
73,1488.2933706,178.45767082498506
74,1383.3385566000002,193.56406192956663
75,1193.9496186000001,236.12674830179236
76,1374.1301458,119.46496706695736
77,1371.9397988000003,163.48483033193773
78,1485.7963258,94.57915019857133
79,1307.9227972,263.13821223837243
80,1489.7945524,62.51696969513123
81,1511.0173456,94.06006448408145
82,1516.7349754,58.16102590590317
83,1591.6978734,104.13790080119266
84,1608.8576162000002,177.90770423245846
85,1573.354847,350.11769968767334
86,1698.8404348,83.72744728320278
87,1751.9914214,40.75097795276671
88,1699.2535810000002,70.18171833772685
89,1720.3651544,62.12788016629089
90,1854.3253871999998,42.987220744570806
91,1891.4288291999997,76.82310204246768
92,1887.7891144,74.57102362980307
93,1956.8024996,123.99127087010423
94,1963.6237654000001,112.53624196516688
95,2040.5354108,25.943724453105492
96,2050.5786906000003,63.224013730762614
97,1998.7625022,118.20334359821202
98,1980.5002769999999,110.09685681406042
99,1962.5862224,75.39505848692721
100,1862.4747567999998,139.6034633977728
